Unnamed: 0;Complainant;Against;Date;Decision;ComplaintType;ReportName;Locations;PrimaryKey;Complaint
878;Shri Rahul Sharma;Dainik Angad;June 10th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;743;Reference received from Shri Rahul Sharma, U.S. Govt. of India, Election Commission of India, New Delhi against the Editor, Dainik Angad, Bundi (Raj)
881;Shri Rahul Sharma;Dainik Ambar;June 10th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;745;Reference received from Shri Rahul Sharma, U.S. Govt. of India, Election Commission of India, New Delhi against the Editor, Dainik Ambar, Jhunjhunu (Raj.)
882;Shri Rahul Sharma;Raj.;June 10th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;745;Reference received from Shri Rahul Sharma, U.S. Govt. of India, Election Commission of India, New Delhi against the Editor, Dainik Ambar, Jhunjhunu (Raj.)
886;Shri Rahul Sharma;Marudhar Bhoomi;June 10th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;749;Reference received from Shri Rahul Sharma, U.S. Govt. of India, Election Commission of India, New Delhi against the Editor, Marudhar Bhoomi, Tonk (Raj.)
887;Shri Rahul Sharma;Tonk (Raj.;June 10th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;749;Reference received from Shri Rahul Sharma, U.S. Govt. of India, Election Commission of India, New Delhi against the Editor, Marudhar Bhoomi, Tonk (Raj.)
897;Election Commission of India;Editor;September 9th, 2016;Dismissed on merit;Paid News;AnnualReport2017;Delhi, India;768;Reference received from Election Commission of India, New Delhi regarding Paid News in General Election-2014 against Editor, Rashtriya Swaroop, lucknow
901;Election Commission of India;Editor;September 9th, 2016;Dismissed on merit;Paid News;AnnualReport2017;Delhi, India;770;Reference received from Election Commission of India, New Delhi regarding Paid News in General Election-2014 against Editor, Janvani, Bhubaneshwar
904;Shri Ramesh Kumar;Editor;September 9th, 2016;Dismissed;Paid News;AnnualReport2017;Daman & Diu, Daman;771;Shri Ramesh Kumar, Returning Offcier & Collector, Daman & Diu, Daman against the Editor, Asli Azadi, Nani Daman.
909;Collector & D.M. Sagar;Pravesh Samvad;September 9th, 2016;Censured;Paid News;AnnualReport2017;Sagar, Madhya Pradesh;774;Complaint received from the Collector & D.M. Sagar, Madhya Pradesh against Editor, Pravesh Samvad, Sagar
910;Shri Rahul Sharma;Chambhal Surkhee;September 9th, 2016;Censured;Paid News;AnnualReport2017;Delhi, India;776;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, New Delhi against Editor, Chambhal Surkhee, Morena, M.P.
927;Shri Rahul Sharma;Editor;September 9th, 2016;Dismissed on merit;Paid News;AnnualReport2017;Delhi, India;789;Reference received from Shri Rahul Sharma, Secretary, Election Commission of India, New Delhi against the Editor, loksatya
954;Election Commission of India;Editor;September 9th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India, Jaipur;815;Reference received from Election Commission of India, New Delhi against Editor, Rashtradoot, Jaipur
960;Election Commission of India;Editor;September 9th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;819;Reference received from Election Commission of India, New Delhi against Editor, Prajavaadi, Bhubaneshwar, Odissa
964;Election Commission of India;Editor;September 9th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;820;Reference received from Election Commission of India, New Delhi against Editor, Samaj, Bhubaneshwar, Odissa
967;Election Commission of India;Editor;September 9th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;823;Reference received from Election Commission of India, New Delhi against Editor, Sambad, Bhubaneshwar, Odissa
969;Election Commission of India;Editor;September 9th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;824;Reference received from Election Commission of India, New Delhi against Editor, Samaya, Bhubaneshwar, Odissa
9973;Election Commission of India;Editor;September 9th, 2016;Dismissed;Paid News;AnnualReport2017;Delhi, India;825;Reference received from Election Commission of India, New Delhi against Editor, Prameya, Bhubaneshwar, Odissa
978;Shri Syed Ejaz Abbas Naqvi;Editor;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;;827;Complaint of Shri Syed Ejaz Abbas Naqvi, Advocate, Mumbai against the Editor, Hamara Mahanagar
982;Shri Syed Ejaz Abbas Naqvi;Editor;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;;830;Complaint of Shri Syed Ejaz Abbas Naqvi, Advocate, Mumbai against the Editor, Sahafat
985;Shri Syed Ejaz Abbas Naqvi;Editor;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;;832;Complaint of Shri Syed Ejaz Abbas Naqvi, Advocate, Mumbai against the Editor, Yashobhoomi
988;advocate;Editor;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;;833;Complaint of Aam Aadmi Party through advocate Mumbai against Editor, Navbharat
990;advocate;Hamara Mahanagar;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;;834;Complaint of Aam Aadmi Party through advocate Mumbai against Editor, Hamara Mahanagar
992;advocate;Gujarat Samachar;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;Mumbai, Gujarat;835;Complaint of Aam Aadmi Party through advocate Mumbai against Editor, Gujarat Samachar
994;advocate;Editor;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;;836;Complaint of Aam Aadmi Party through advocate Mumbai against Editor, Inquilab,
996;advocate;Sahafat;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;;837;Complaint of Aam Aadmi Party through advocate Mumbai against Editor, Sahafat
998;advocate;Editor;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;;838;Complaint of Aam Aadmi Party through advocate Mumbai against Editor, Urdu Times,
1000;advocate;Editor;November 17th, 2016;Dismissed for non pursuance;Paid News;AnnualReport2017;;839;Complaint of Aam Aadmi Party through advocate Mumbai against Editor, Avadhnama.
1001;Shri Rahul Sharma;Editor;March 3, 2017;Dismissed on merit;Paid News;AnnualReport2017;;840;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, National Duniya
1003;Shri Rahul Sharma;Editor;March 3, 2017;Dismissed on merit;Paid News;AnnualReport2017;;841;M Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Aaj Samaj
1005;Shri Rahul Sharma;Bharat Sameep;March 3, 2017;Censured;Paid News;AnnualReport2017;;842;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Bharat Sameep
1007;Shri Rahul Sharma;Editor;March 3, 2017 March 3, 2017;Censured;Paid News;AnnualReport2017;;843;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Maru lahar
1011;Shri Rahul Sharma;Editor;;Dismissed on merits;Paid News;AnnualReport2017;;844;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Shah Times
1013;Shri Rahul Sharma;Editor;March 3, 2017;Dismissed on merits;Paid News;AnnualReport2017;;845;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Maru lehar
1017;Shri Rahul Sharma;Dainik Desh Ki Dharti;March 3, 2017;Censured;Paid News;AnnualReport2017;;846;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Dainik Desh Ki Dharti
1019;Shri Rahul Sharma;Dainik Raj Vaibhav;March 3, 2017;Censured;Paid News;AnnualReport2017;;847;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Dainik Raj Vaibhav
1021;Shri Rahul Sharma;Editor;March 3, 2017;Dismissed;Paid News;AnnualReport2017;;848;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Paschimi Sandesh
1025;Shri Rahul Sharma;Dainik Krantikari Sandesh;March 3, 2017;Censured;Paid News;AnnualReport2017;;849;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Dainik Krantikari Sandesh
1027;Shri Rahul Sharma;Editor;March 3, 2017;Dismissed;Paid News;AnnualReport2017;;850;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Dainik Metro Bites
1031;Shri Rahul Sharma;Dainik Bhaskar;March 3, 2017;Censured;Paid News;AnnualReport2017;;851;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Dainik Bhaskar
1033;Shri Rahul Sharma;Dainik Bhaskar;March 3, 2017;Dismissed on merit;Paid News;AnnualReport2017;;852;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the editor, Dainik Bhaskar
1035;Shri Rahul Sharma;Editor;March 3, 2017;Dismissed;Paid News;AnnualReport2017;;853;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, National Duniya
1037;Shri Rahul Sharma;Editor;March 3, 2017;Censured;Paid News;AnnualReport2017;;854;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Meri Dilli
1041;Shri Rahul Sharma;Editor;March 3, 2017;Censured;Paid News;AnnualReport2017;;855;Reference received from Shri Rahul Sharma, Under Secretary, Election Commission of India, regarding publication of paid news against the Editor, Awam-E-Hind
1043;Election Commission of India;Editor;March 3, 2017;Censured;Paid News;AnnualReport2017;Delhi, India;856;Reference received from Election Commission of India, New Delhi regarding Paid News in General election- 2014, UP against the Editor, Jag Utthan
1045;Election Commission of India;Editor;March 3, 2017;Censured;Paid News;AnnualReport2017;Delhi, India;857;Reference received from Election Commission of India, New Delhi regarding Paid News in General election- 2014, UP against the Editor, Veer Arjun
1047;Election Commission of India;Tarun Mitra;March 3, 2017;Censured;Paid News;AnnualReport2017;Delhi, India;858;Reference received from Election Commission of India, New Delhi regarding Paid News in General election- 2014, UP against the editor, Tarun Mitra, lucknow
1048;Election Commission of India;Dainik Samay;March 3, 2017;Censured;Paid News;AnnualReport2017;Delhi, India;868;Reference received from Election Commission of India, New Delhi regarding Paid News in General election- 2014, UP against the editor, Dainik Samay Darshan
1059;Election Commission of India;Darshan;March 3, 2017;Censured;Paid News;AnnualReport2017;Delhi, India;868;Reference received from Election Commission of India, New Delhi regarding Paid News in General election- 2014, UP against the editor, Dainik Samay Darshan
1071;Shri A. Devaneyan;Kalai Kathir;November 17th, 2016;Disposed of with observation;Press and Morality;AnnualReport2017;Tamil Nadu;880;Complaint of Shri A. Devaneyan, Tamil Nadu (through Registrar, NCPCR), New Delhi against the Editor, Kalai Kathir
1073;Shri A. Devaneyan;Editor;November 17th, 2016;Disposed of with observation;Press and Morality;AnnualReport2017;Tamil Nadu;881;Complaint of Shri A. Devaneyan, Tamil Nadu (through Registrar, NCPCR), New Delhi against the Editor, Dinamalar
1075;Shri A. Devaneyan;Editor;November 17th, 2016;Disposed of with observation;Press and Morality;AnnualReport2017;Tamil Nadu;882;Complaint of Shri A. Devaneyan, Tamil Nadu (through Registrar, NCPCR), New Delhi against the Editor, Daily Thanthi
1077;Shri A. Devaneyan;Editor;November 17th, 2016;Disposed of with observation;Press and Morality;AnnualReport2017;Tamil Nadu;883;Complaint of Shri A. Devaneyan, Tamil Nadu (through Registrar, NCPCR), New Delhi against the Editor, Daily Thanthi.
1081;Ms. Shikha;Editor;November 17th, 2016;Dismissed for being non - pursuance;Suo-Motu;AnnualReport2017;;895;Complaint of Shri Arvind Kumar, Circle Officer (III) and Ms. Shikha, Circle Officer Line, Aligarh against Editor, Dainik Jagran
1080;Shri Arvind Kumar;Editor;November 17th, 2016;Dismissed for being non - pursuance;Suo-Motu;AnnualReport2017;;895;Complaint of Shri Arvind Kumar, Circle Officer (III) and Ms. Shikha, Circle Officer Line, Aligarh against Editor, Dainik Jagran
1083;Ms. Shikha;Editor;November 17th, 2016;Dismissed for being non - pursuance;Suo-Motu;AnnualReport2017;;896;Complaint of Shri Arvind Kumar, Circle Offcier(III) and Ms. Shikha, Circle Offcier line, Aligarh against Editor, Dainik Jagran
1082;Shri Arvind Kumar;Editor;November 17th, 2016;Dismissed for being non - pursuance;Suo-Motu;AnnualReport2017;;896;Complaint of Shri Arvind Kumar, Circle Offcier(III) and Ms. Shikha, Circle Offcier line, Aligarh against Editor, Dainik Jagran
1088;Shri Pankaj Kumar Pandey;Editor;July 8, 2015;Assurance;Principles and Publication;AnnualReport2016;Officer, Karnataka;905;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Lokdarshan.
1092;Shri Pankaj Kumar Pandey;Editor;July 8, 2015;Dismissed the matter for default;Principles and Publication;AnnualReport2016;Officer, Karnataka;906;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Sakal.
1098;Shri Pankaj Kumar Pandey;Editor;July 8, 2015;Proceeding dropped;Principles and Publication;AnnualReport2016;Officer, Karnataka;909;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Shakthi Daily.
1100;Shri Pankaj Kumar Pandey;Editor;July 8, 2015;Proceeding dropped;Principles and Publication;AnnualReport2016;Officer, Karnataka;910;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Nyayada Haadi.
1107;Shri Pankaj Kumar Pandey;Editor;July 8, 2015;Disposed with Advisory;Principles and Publication;AnnualReport2016;Karnataka;914;Reference received from Shri Pankaj Kumar Pandey, IAS, O.S.D. (Exp. Monitoring), Bangalore (Karnataka.) against the Editor, Edda Dwani, Mysore (Karmatala)
1116;Maharaj Ji;Editor;July 8, 2015;Dismissed the matter for default;Principles and Publication;AnnualReport2016;Uttar Pradesh;921;Complaint of Shri Babulal Yadav (Maharaj Ji), Sant Kabir Nagar (Uttar Pradesh) against the Editor, ‘Dainik Jagran’, Gorakhpur (Uttar Pradesh)
1115;Shri Babulal Yadav;Editor;July 8, 2015;Dismissed the matter for default;Principles and Publication;AnnualReport2016;Uttar Pradesh;921;Complaint of Shri Babulal Yadav (Maharaj Ji), Sant Kabir Nagar (Uttar Pradesh) against the Editor, ‘Dainik Jagran’, Gorakhpur (Uttar Pradesh)
1118;Shri Chetan Prakash Aggarwal;Editor;August 8, 2015;Censured;Principles and Publication;AnnualReport2016;Uttar Pradesh;923;Complaint of Shri Chetan Prakash Aggarwal, Mantri, Shri Chandi Mandir Prabandak Samiti (Regd.), Chandi Road, Hapur (Uttar Pradesh) against the Editor ‘Bhanu Gunj’, Uttar Pradesh.
1127;Shri Charan Singh;Editor;August 8, 2015;Dismissed the matter for default;Principles and Publication;AnnualReport2016;Uttar Pradesh;931;Complaint of Shri Charan Singh & Smt. Munni Devi, Moradabad (Uttar Pradesh) against the Editor, Amar Ujala, Meerut (Uttar Pradesh)
1128;Smt. Munni Devi;Editor;August 8, 2015;Dismissed the matter for default;Principles and Publication;AnnualReport2016;Uttar Pradesh;931;Complaint of Shri Charan Singh & Smt. Munni Devi, Moradabad (Uttar Pradesh) against the Editor, Amar Ujala, Meerut (Uttar Pradesh)
1144;Smt. Vijaylaxmi Arun Pandya;Editor;October 9, 2015;Dismissed the matter for default;Principles and Publication;AnnualReport2016;;947;Complaint of Smt. Vijaylaxmi Arun Pandya, Diu (UT) against the Editor, Don of India, Silvassa
1148;Shri Premkumar Punamchand Sharma;Editor;October 9, 2015;Disposed of with direction;Principles and Publication;AnnualReport2016;Wardha, Maharashtra, Amravati;949;Complaint of Shri Premkumar Punamchand Sharma, Assitant Charity Commissioner, Wardha, Maharashtra against the Editor, Jan Madhyam, Amravati, Maharashtra
1157;Col. Sanjay;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Assam;957;Complaint of Col. Sanjay & Lieutenant Colonel Sooraj S. Nair, Assam Rifles against the Editor, Tehelka, New Delhi.
1158;Lieutenant Colonel Sooraj S. Nair;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Assam;957;Complaint of Col. Sanjay & Lieutenant Colonel Sooraj S. Nair, Assam Rifles against the Editor, Tehelka, New Delhi.
1161;Director General;Himali Bela;March 17, 2016;Disposed of with observation;Principles and Publication;AnnualReport2016;;958;Complaint of Shri Shyamal Pal, Gangtok (received through Shri K. Ganeshan, Director General, DAVP) against Himali Bela, Gangtok
1160;Shri K. Ganeshan;Himali Bela;March 17, 2016;Disposed of with observation;Principles and Publication;AnnualReport2016;;958;Complaint of Shri Shyamal Pal, Gangtok (received through Shri K. Ganeshan, Director General, DAVP) against Himali Bela, Gangtok
1159;Shri Shyamal Pal;Himali Bela;March 17, 2016;Disposed of with observation;Principles and Publication;AnnualReport2016;;958;Complaint of Shri Shyamal Pal, Gangtok (received through Shri K. Ganeshan, Director General, DAVP) against Himali Bela, Gangtok
1175;Shri Abin J. John;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;;973;Complaint of Shri Abin J. John, Bangalore against the Editor, Rashtra Deepika.
1180;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Karnataka;977;Reference received from Shri Pankaj Kumar Pandey, IAS, O.S.D. (Exp. Monitoring), Bangalore (Kar.) against the Editor, Hai GuduguSidiliu, Doddaballapur (Karnataka)
1183;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;979;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Prajegale Prabhugale.
1187;Shri Pankaj Kumar Pandey;Tarun Bharat;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;980;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Tarun Bharat.
1190;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Karnataka, Belgaum;982;Reference received from Shri Pankaj Kumar Pandey, IAS, O.S.D. (Exp. Monitoring), Bangalore (Karnataka) against the Editor, Karunad, Belgaum
1194;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Karnataka, Belgaum;984;Reference received from Shri Pankaj Kumar Pandey, IAS, O.S.D. (Exp. Monitoring), Bangalore (Karnataka) against the Editor, Pudhari, Belgaum
1196;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Bijapur, Karnataka;985;Reference received from Shri Pankaj Kumar Pandey, IAS, O.S.D. (Exp. Monitoring), Bangalore (Karnataka) against the Editor, Pruthvi, Bijapur
1198;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;986;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka.) against the Editor, Rajamarg.
1205;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;990;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Reshme Nadu.
1208;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;;992;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore against the Editor, Janamitra.
1212;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Karnataka;993;Reference received from Shri Pankaj Kumar Pandey, IAS, O.S.D. (Exp. Monitoring), Bangalore (Karnataka) against the Editor, Samyukta, Davanagere
1215;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;994;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Prajavani. (Paid News)
1220;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;;996;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore against the Editor, MalenaduJothi.
1224;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Karnataka, Kolar;997;Reference received from Shri Pankaj Kumar Pandey, IAS, O.S.D. (Exp. Monitoring), Bangalore (Karnataka) against the Editor, Samyuktha Vijaya, Kolar
1228;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;999;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Abhimanyu.
1232;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;1000;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Mandya Circle Weekly.
1235;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;;1002;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore against the Editor, Udayavani.
1240;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;1004;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Mysore Praje.
1242;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;1005;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Shabdavedi.
1246;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;1006;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Nanjanagud Mithra.
1251;Shri Pankaj Kumar Pandey;Editor;March 17, 2016;Dismissed with default;Principles and Publication;AnnualReport2016;Officer, Karnataka;1008;Reference received from Shri Pankaj Kumar Pandey, Officer on Special Duty, (Expenditure and Monitoring) O/o the Chief Electoral Officer, Bangalore (Karnataka) against the Editor, Mysore Mitra
1278;Shri Kotha Srinivasu;Editor;July 8, 2015;Sub-judice;Principles and Defamation;AnnualReport2016;;1030;Complaint of Shri Velagapdi Ramakrishna Baby, MLA and Shri Kotha Srinivasu, Vishakhapatnam against the Editor, Sakshi, Hyderabad
1276;Shri Velagapdi Ramakrishna Baby;Editor;July 8, 2015;Sub-judice;Principles and Defamation;AnnualReport2016;;1030;Complaint of Shri Velagapdi Ramakrishna Baby, MLA and Shri Kotha Srinivasu, Vishakhapatnam against the Editor, Sakshi, Hyderabad
1281;Shri S.H.M. Rizvi;Editor;July 8, 2015;Dismissed with default;Principles and Defamation;AnnualReport2016;Uttar Pradesh, Meerut;1032;Complaint of Shri S.H.M., Rizvi, Senior Superintendent, District Jail, Meerut against the Editor, Amar Ujala, Meerut (Uttar Pradesh).
1285;Motor Licensing Officer;Editor;July 8, 2015;Dismissed with default;Principles and Defamation;AnnualReport2016;Delhi;1034;Complaint of Shri S.K. Mishra, Motor Licensing Officer, Transport Authority, New Delhi against the Editor, City Sixty Samachar.
1284;Shri S.K. Mishra;Editor;July 8, 2015;Dismissed with default;Principles and Defamation;AnnualReport2016;Delhi;1034;Complaint of Shri S.K. Mishra, Motor Licensing Officer, Transport Authority, New Delhi against the Editor, City Sixty Samachar.
1287;Shri P.D. Rai;Editor;July 8, 2015;Censured;Principles and Defamation;AnnualReport2016;Sikkim, Rai;1036;Complaint of Shri P.D. Rai, Member of Parliament (Lok Sabha), Sikkim against the Editor, ‘Hamro Prajashakti’, Sikkim
1292;Shri Satpal Singh;Editor;July 8, 2015;Dismissed with default;Principles and Defamation;AnnualReport2016;Himachal Pradesh;1040;Complaint of Shri Satpal Singh, District Mandi, Himachal Pradesh against the Editor, Divya Himachal, Kangda, Himachal Pradesh
1305;Shri Neelam Singh Bhandari;Editor;August 8, 2015;Dismissed with default;Principles and Defamation;AnnualReport2016;U.K, Haldwani;1053;Complaint of Shri Neelam Singh Bhandari, Pithoragarh (U.K.) against the Editor, Amar Ujala, Haldwani (U.K.)
1309;Shri Prashant Gupta;Dainik Janvani;August 8, 2015;Disposed of with direction;Principles and Defamation;AnnualReport2016;Meerut, U.P;1055;Complaint of Shri Prashant Gupta, Meerut (U.P.) through his advocate Shri Sharad Jain, Meerut against the Editor, ‘Dainik Janvani’, Meerut (U.P.).
1310;Shri Sharad Jain;Dainik Janvani;August 8, 2015;Disposed of with direction;Principles and Defamation;AnnualReport2016;Meerut, U.P;1055;Complaint of Shri Prashant Gupta, Meerut (U.P.) through his advocate Shri Sharad Jain, Meerut against the Editor, ‘Dainik Janvani’, Meerut (U.P.).
1314;Smt. Vibha Sharma;Jan Duniya;August 8, 2015;Dismissed with default;Principles and Defamation;AnnualReport2016;M.P;1059;Complaint of Smt. Vibha Sharma, District Umria, M.P. against the editor, Jan Duniya, Umria, M.P.
1315;Smt. Vibha Sharma;Umria;August 8, 2015;Dismissed with default;Principles and Defamation;AnnualReport2016;M.P;1059;Complaint of Smt. Vibha Sharma, District Umria, M.P. against the editor, Jan Duniya, Umria, M.P.
1317;Shri Aman Kumar Singh;Editor;August 8, 2015;Sub-judice;Principles and Defamation;AnnualReport2016;C.G, Raipur;1060;Complaint of Shri Aman Kumar Singh & Smt. Yasmin Singh, Raipur (C.G.) against the Editor, Patrika, Raipur (C.G.)
1319;Smt. Yasmin Singh;Editor;August 8, 2015;Sub-judice;Principles and Defamation;AnnualReport2016;C.G, Raipur;1060;Complaint of Shri Aman Kumar Singh & Smt. Yasmin Singh, Raipur (C.G.) against the Editor, Patrika, Raipur (C.G.)
1336;Shri Dattatray Shivram Gavankar;Editor;October 9, 2015;Censured;Principles and Defamation;AnnualReport2016;;1076;Complaint of Shri Dattatray Shivram Gavankar, Mumbai against the Editor, Janadhar Sandesh
1344;Dr. Munir Khalid;Editor;December 11, 2015;Disposed of with direction;Principles and Defamation;AnnualReport2016;UP;1083;Complaint of Dr. Munir Khalid, Bjinor (UP) against the Editor, Vidhan Kesari, Bjinor,UP
1351;Shri Praveen Chandra Bhanjdeo;Editor;March 17, 2016;Dismissed with default;Principles and Defamation;AnnualReport2016;Bhubaneswar, Odisha;1088;Complaint of Shri Praveen Chandra Bhanjdeo, MLA, Odisha Legislative Assembly, Bhubaneswar against the Editor, Nirbhay.
