Person;Affiliation;PrimaryKey
Dr. Charu Walikhanna; Member National Commissioner for Women;1139
Editor; Dainik Bhaskar;1139
Smt. Usha Yadav; Chairman Nav Uday Nari Utthan Samiti;1141
Editor; Patrika;1141
Smt. Arti Luniya; Executive Director (CAD) Steel Authority of India Ltd.;1143
Editor; Sakal Times;1143
Shri Pradeep Kumar Singh Kasliwal; Member Digambar Jain Samaj;1144
Editor; Lok Ka Vishwas;1144
Editor; India Today;1145
Editor; Mangalam Daily;1146
Editor; The Times of India;1147
Editor; Mail Today;1148
Editors; Dainik Jagran;1150
Shri Rupesh Singhvi; IRAS;1151
Editor; Dainik Jagran;1153
Shri Ravinder; Project Director National Highway Authority of India;1154
Editor; Dainik Jagran;1154
Dr. Charanjit Singh Pruthi; Managing Director Baba Budha Sahib Cardiac Centre Ltd.;1155
Editor; The Tribune;1155
Shri Surender Bhadur Yadav; Assistant Superintendent of Posts Office (Head Quarter);1157
Editor; Rashtriya Sahara;1157
Shri Harish Batra; President Bhartiya Janta Party;1159
Ms. Kavita Srivastava; General Secretary Rajasthan Unit of Public Union for Civil Liberties;1160
Editor; DNA;1160
Editor; The Times of India;1161
Smt. Sandhya Acharya; Director Dogstop;1163
Dr. Lisa Warden; Director Dogstop;1163
Editor; Ahmedabad Mirror;1163
Dr. Devender Singh; Chairman Child Specialist and Senior Medical Officer District Hospital;1164
Editor; Navbharat;1164
Editor; Dainik Bhaskar;1165
Shri Damji Bhanushali; Secretary Sri Kutchi Bhanushali Samaj Sarovar;1166
Cornel K. Gonsalves; Secretary The Salsette Catholic Cooperative Housing Society Ltd.;1167
Editor; DNA;1167
Editor; Sangbad Pratidin;1168
Editor; Lokmat;1169
Shri Christopher Fonseca; Secretary Communist Party of India;1170
The Editor; Navhind Times;1170
editor; Dainik Nav Jyoti;1171
Shri Hemant Kumar; Incharge Public Relations NCERT;1172
Editor; Outlook;1172
Shri Syed Sahabuddin; IFS (Retd.);1173
Editor; DNA;1174
Editor; Rashtriya Sahara;1176
Editor; Dainik Bhaskar;1177
Editor; Dainik Bhaskar;1178
Editor; Hindustan Times;1179
Editor; Jodhpur Jagat Evening Daily;1181
Editor; The Tribune;1186
General Secretary; Popular Front of India;1187
Editor; The Sunday Guardian;1187
General Secretary; Popular Front of India;1188
Editor; The Asian Age;1188
The General Secretary; Popular Front of India;1189
Editor; The Pioneer;1189
Editor; Channel India;1191
Editor; Rajasthan Patrika;1192
Editor; The Pioneer;1194
Shri P.K. Jadeja; DSP Anti Corruption Bureau;1196
Editor;of the Crime News;1196
Leader;of the Crime News;1196
Shri Rajendra Prasad; Municipal councilor;1197
Brijbhushan Chaube; Municipal councilor;1197
Editor; Toofan Samachar;1197
Editor; Sambad Pratidin;1198
Shri Madan Mohan Soren; Chief Ticket Officer (Line);1199
Editor; Prabhat Khabar;1199
Shri R. N. Shaikh; Dy Traffic Manager Mumbai Port Trust;1200
editor; Afternoon Dispatch and Courier;1200
Shri Gazi Ram Meena; Commissioner of Police;1201
Editor; Pradesh Today;1201
Shri Rajesh Bhargava; Chairman CHL Group of Hospitals;1202
Dr. Zaheeruddin; Dental Surgeon Maharishi Valmiki Hospital;1203
Dr. Charu Walikhanna; Member National Commissioner for Women;1204
Editor; Dainik Bhaskar;1204
Smt. Usha Yadav; Chairman Nav Uday Nari Utthan Samiti;1206
Editor; Patrika;1206
Smt. Arti Luniya; Executive Director (CAD) Steel Authority of India Ltd.;1208
Editor; Sakal Times;1208
Shri Pradeep Kumar Singh Kasliwal; Member Digambar Jain Samaj;1209
Editor; Lok Ka Vishwas;1209
Editor; India Today;1210
Editor; Mangalam Daily;1211
Editor; The Times of India;1212
Editor; Mail Today;1213
Editors; Dainik Jagran;1215
Shri Rupesh Singhvi; IRAS;1216
Editor; Dainik Jagran;1218
Shri Ravinder; Project Director National Highway Authority of India;1219
Editor; Dainik Jagran;1219
Dr. Charanjit Singh Pruthi; Managing Director Baba Budha Sahib Cardiac Centre Ltd.;1220
Editor; The Tribune;1220
Shri Surender Bhadur Yadav; Assistant Superintendent of Posts Office (Head Quarter);1222
Editor; Rashtriya Sahara;1222
Shri Harish Batra; President Bhartiya Janta Party;1224
Ms. Kavita Srivastava; General Secretary Rajasthan Unit of Public Union for Civil Liberties;1225
Editor; DNA;1225
Editor; The Times of India;1226
Shri C. L. Prakash; President Power Engineering Service Association;1228
Editor; Times of India;1228
Dr. Jamal A. Khan; Director Institute of Cellular Therapies;1230
Editor; Mail Today;1230
Editor; Metro Plus;1231
Editor; Hindustan Times;1232
Editor; Swatantra Chetna U.P.;1233
Shri C. Vijay Kumar; Secretary/ Joint Secretary Lawyers Centre for Human Rights;1236
Editor; Dinamalar;1236
Shri Upendra Kumar Agarwal; Superintendent of Police;1237
Shri Dileep Singh; Managing Director Zalilpur Kisan Sewa Sehekari Samiti Ltd.;1238
Editor; Chingari Visfot Ki;1238
Editor; Hindustan;1240
Shri Davendra Verma; Deputy Director General (PI) Government of India;1241
Editor; Dainik Jagran;1241
Dr. L.N. Sarkar; Registrar Lakshmibai National University of Physical Education;1243
Editor; Raj Express;1243
Shri P.C. Srivastava; Advocate Supreme Court of India;1245
Editor; The Times of India;1245
Shri Ajit Kumar; Convenor Farmer Labour Development Forum;1246
Dr. Mukund Madhav Mishra; Assistant Professor University of Delhi;1247
Editor; The Times of India;1247
Editor; Prabhat Khabar;1248
Shri K. Sajith Kumar; Secretary Puducherry Agricultural Officer (FM);1249
Dr. Milind Joshi; Ex-Member Indian Association of Paediatric Surgeons;1250
Editor; Hindustan Times;1250
Editor; Raj Express;1251
Editor; Gujarat Samachar;1252
Editor; Dainik Hindustan;1254
Editor; Rashtriya Sahara;1255
Major General Sanjeev Madhok; Additional Director General Public Information General Staff Branch;1256
Editor; Hindustan Times;1256
Editor; Vats Times;1258
Shri Ganshyam Khandelwal; Managing Director B. L. Agro Oils Limited;1259
Editor; Dainik Hindustan;1259
Editor; Rajasthan Patrika;1260
Shri Zaheer Malik; Chairman Nagar Panchayat;1261
Editor; Dainik Jagran;1261
Shri Gurmeet Singh; Secretary Radha Soami Satsang Sabha;1262
Editor; Dainik Jagran;1262
Editor; Daily News & Analysis;1265
Shri D.S. Srivastava; Dirctor Panchayatiraj Department;1266
Editor; Daily News Activist;1266
Dr. K.N. Paliwal; Principal Government Law College;1267
Editor; Rajasthan Patrika;1267
Shri K.K. Gupta; Vice-President Municipal Corporation;1268
Editor; Urgent Times;1268
Editor; Maru News;1269
Smt. Om P. Suyan; ONGC;1270
Superintendent Engineer; P.W.D;1271
Shri Istiyaq Ahmed; Bureau Chief Daily Asian Mail;1271
Editor; Raj Express;1272
Dr. (Brigd.) T. Prabhakar; Director U.P. Rural Institute of Medical Sciences & Research;1275
Editor; B.P.N. Times;1275
Dr. (Brigd.) T. Prabhakar; Director U.P. Rural Institute of Medical Sciences & Research;1276
Editor; D.L.A. Agra.;1276
Dr. (Brigd.) T. Prabhakar; Director U.P. Rural Institute of Medical Sciences & Research;1277
Prof. Harvinder Singh; Director Bundelkhand Institute of Engineering & Technology;1278
Editor; Dainik Jagran;1278
Prof Harvinder Singh; Direcotr Bundelkhand Institute of Engineering & Technology;1279
Shri PNV Prasad; State Coordinator YSR Congress Party;1280
Editor; Eenadu;1280
Mrs. S. L. Kameshwari; Assistant Professor College of Home Science;1281
Shri Ramesh Kumar; Deputy Superintendent of Police;1283
Shri M.K. Solabheshwarappa; Assistant Commissioner of Police;1286
Ms. V. Usha Rani; IAS;1288
Editor; Times of India;1288
Shri Nanje Gowda; Ex-President the Karnataka Cooperative;1290
Editor; Agni - Idu Pattrikealla;1290
Editor; Samaj Ka Setu;1291
Shri Karuna Kanta Barua; IAS;1292
Editor; The Telegraph;1292
Shri Mriganka Bhattacharjee; Working Chairman Crime Prevention Council of India;1293
Editor; The Telegraph;1293
Shri Mriganka Bhattacharjee; Working Chairman Crime Prevention Council of India;1294
Editor; Asomiya Pratidin;1294
Editor; The Statesman;1295
General Secretary; Popular Front of India;1296
Editor; Hindustan Times;1296
General Secretary; Popular Front of India;1297
Editor; The Inquilab;1297
General Secretary; Popular Front of India;1298
Editor; The New Sunday;1298
General Secretary; Popular Front of India;1299
Editor; Nav Bharat Times;1299
General Secretary; Popular Front of India;1300
Editor; Deccan Chronicle;1300
Shri Sushil Kumar Agarwal; President Nagar Pachayat;1301
Editor; Dainik Jagran;1301
Editor; Dainik Jagran;1302
Editor; Gujarati Daily;1304
Sandesh; Gujarati Daily;1304
Shri Kiran S. Sahu; Wing Commander (Retd.) Presidnet;1305
Editor; Samaja;1305
Shri Kiran S. Sahu; Wing Commander (Retd.) Presidnet;1306
Editor; Prajatantra;1306
Shri R.K. Agarwal; Managing Director Hi-Tech Chemicals (P) Ltd.;1307
Editor; Prabhat Khabar;1307
Mohd. Noor Hussain; State President Samta Party;1308
Editor; Prabhat Khabar;1308
Editor; The Samaya;1310
Shri Suresh Chandra Johri; Eye Consultant District Hospital;1311
Editor; Royal Bulletin;1311
Shri Amarkant Singh; District Basic Education Officer;1312
Editor; Amar Ujala;1312
Shri Rituraj Shukla; Director Kapil Ganga T.V.;1313
Editor; Hindustan;1314
Mohd. Taiyab Palaki; Chairman Municipal Corporation;1315
Shri Santosh Kushwaha; Organizer Maiswa District Forum;1316
Editor; Rashtriya Sahara;1316
Editor; Dainik Jagrna;1317
Shri Upender Kumar Agarwal; Superintendent of Police;1318
Editor; Dainik Jagrna;1318
Editor; Dainik Jagran;1319
Editor; Dainik Jagran;1320
Editor; Hindustan;1321
Editor; Dainik Jagran;1322
Editor; Rashtriya Sahara;1323
Editor; Tehalka;1325
Smt. Vimla Devi; Spokesperson Citizen Charter;1326
Shri Anoop Shramik; Human Rights Activist and Member of District SC/ST Monitoring and Vigilance Committee;1327
Editor; Rashtriya Sahara;1327
Shri Omkar Rana; (the then District Basic Education Officer;1328
Shri D.P. Joshi; S.D.O.;1329
Editor; Hindustan;1329
Joint Commissioner of Police (Crime); Detective Department;1331
Md. Abdul Khaleque; MLA;1332
Editor; Asomiya Pratidin;1332
Shri Subhra Sankar Laskar; Office of the Block Development Officer;1333
Editor; Tripura Times;1334
Shri Dhiraj Singh; Director (M&C) Ministry of Commerce and Industry;1335
Editor; India Today;1335
Editor; Dainik Bhaskar;1336
Shri Chandra Prakash Arya; Branch Manager State Bank of India;1337
Editor; Abu Samachar;1337
Shri Chandra Prakash Arya; Branch Manager State Bank of India;1338
Shri Tarbabu; Police;1340
Editor; Dainik Supreme News;1340
Editor; Prabhat Khabar;1341
Dr. Javed Chowdhary; Prof. & HOD Pediatrics & Medical Superintendent G.B. Pant Cannt. Gen Hospital;1342
Editor; The Daily Rising;1342
Dr. Kamal Kishore Singh; DIG of Police;1343
Editor; Times of India;1343
Editor; Dainik Jagran;1344
Shri Rajesh Daga; Associate VicePresidnet (Sales Co-Ordinator) Electro Steel Castings Limited;1345
Editor; Statesman;1345
Editor; The Tura Times;1346
Mohmad Nadeem; Director Surabhi Property Dealer;1347
Editor; Dainik Jabalpur Express;1347
Editor; Hindustan Times;1348
Shri Ravinder Dwivedi; National President Anti-Corruption Committee;1349
Shri Bajireddy Goverdhan; Member Central Governing Council;1350
Editor; Dainik Bhaskar;1354
Editor; Dainik Jagran;1355
Editor; Dainik Jagran;1356
Shri Rahul Jain; District Programme Manager National Rural Health Mission;1357
Bureau Chief; Dainik Jagran;1357
Shri Jaswant Singh; Superintendent of Police (City);1358
Editor; Shivalik Blitz;1358
Shri Ramlal Jat; State Minister of Mines;1359
Editor; Rajasthan Patrika;1359
Editor; The Times of India;1360
General Secretary; Popular Front of India;1361
Editor; Dainik Jagran;1361
General Secretary; Popular Front of India;1362
Editor; Dainik Jagran;1362
Secretary; Jharkhand Academic Council;1363
Shri H.C. Pradhan; General Manager Admn. & Corp. Communication;1364
Editor; Daily News & Analysis;1364
Shri Badal Chatterjee; Special Secretary (Agriculture) Government of Uttar Pradesh;1365
Editor; Jagat Vision;1366
Editor; Dainik Jagran;1367
Shri Sandeep Kumar Verma; Head T.T.-I Northern Railway;1368
Editor; Dainik Jagran;1368
Shri Sandeep Kumar Verma; Northern Railway;1369
Chief Train Ticket Examiner; Northern Railway;1369
Editor; Hindustan;1369
Editor; DNA;1370
Editor; Ajit Samachar;1371
Editor; Maruti Express;1372
Editor; Nai Duniya;1373
Smt. Aditi Das Rout; Director Department of Commerce;1374
Editor; Realpolitik;1374
Editor; Sandesh;1375
Editor; Hindustan;1376
Editor; Dainik Jagran;1377
Shri M.S.V.C. Varma; Assistant Manager (Transport) A.P. State Road Transport Corporation;1378
Shri Dabru Anand; Chief ExecutiveParakletor Worldwide Intelligence Network;1379
Amar Ujala; Agara & Allahabad edition;1380
Editor; Dainik Jagran;1381
Shri Dhruv Gupta; Superintendent of Police;1382
Editor; Dainik Bhaskar;1382
Shri Jagannath Mohanty; OAS;1383
Editor; B.P.N. Times;1384
Editor; Dainik Jagran;1385
Shri Satya Narayan Sharma; Bureau Chief Raj Express;1386
Editor; Dainik Jagran;1388
Editor; Prabhar Khabar;1389
Professor (Dr.) Pijushkanti Saha; Vice-Chancellor (Retd.) University of North Bengal;1390
Editor; City Media;1391
Editor; Shar Times;1392
Shri Rajinder Kumar Ahuja; ASI;1394
Editor; Samaj ki Jhalak;1394
Shri Anil Khokhar; Advocate;1395
Editor; Rashtriya Naveen Mail;1396
Shri C.K. Anil; IAS Managing Director Bihar StateCo-operative Marketing Union Ltd.;1397
Editor; Dainik Jagran;1397
Dr. Nutan Thakur; Secretary NonGovt. Gomti Nagar;1398
Editor; I-Next;1398
Editor; The Amar Ujala;1400
Editor; Bijnor Times;1401
Editor; Punjab Kesari Group;1402
Editor; Pragativadi;1403
Dr. A.K. Roy; Vigilance Officer Indian Grassland & Fodder Research Institute;1404
Editor; Citizen Power;1404
Mrs. Natacha Gallissot; President  Action Formation Education Voyage;1405
Editor; Dainik Bhaskar;1405
Editor; Dinamalar;1406
Editor; Eenadu A.P.;1407
Shri P. Mohanan;(through Advocate) District Jail;1408
Smt. Vandana Chakrabarti; Pro-Vice Chancellor SNDT Women’s University;1411
Editor; Mid - Day;1411
Ms. M.V. Jayagowri; I.P.S;1412
Editor; Mangalam Daily;1414
Editor; The Hindu;1415
St. Susheel Somani; Managing Director G. Claridge and Company;1421
Editor; Comparative Physiology and Ecology;1422
Editor; University Today;1423
Arun Shourie; Editor  Indian Express;1423
Sh. Mohan Nagpal; President Punjab Union of Journalists;1426
Sh. M. A. Sattar; Director Directorate of Information & Public Relations;1427
Editor; Manipur News;1427
Sh. M. A. Sattar; Director Directorate of Information & Public Relations;1428
Sh. R. R. Dalavi; Chairman Provincial Consumers' Association;1429
Sh. Charanjit Kumar; General Secretary Handicapped Welfare Committee;1430
Sh. Lalit Mohan Gautam; Advocate;1433
Editor; Indian Express;1433
Sh. S. M. Khan; Information Officer CBI;1434
Sh. D. R. Tamta; Deputy Secretary (Home) Delhi Admn.;1435
Sh. Mangat Rai Danav; Gen. Secretary Bharatiya Valmiki Dharma Samaj;1436
Sh. D. R. Tamta; Deputy Secretary (Home G) Delhi Administration;1437
Sh. K. Vijaya Rama Rao; Commissioner of Police;1438
Dr. M. S. Ummer; President Anjuman Ittigagul Muslimeen Al-Alam;1439
Sh. D. D. Agarwal; General Secretary Bharatiya Jana Sangh;1440
Sh. D. N. Saikia; Deputy Secretary to the Government of Assam;1441
Smt. Sundari Mani; Vice-President Consumers Protection Forum Madras;1442
Smt. Sundari Mani; Vice-President Consumers Protection Forum Madras;1443
Sh. Meer Wajid Ali; Secretary Wakf Committee;1447
Sh. D. D. Agarwal; General Secretary Bharatiya Jana Sangh;1448
Resident Secretary; Shri Gaur Brahmin Seva Samiti;1450
Smt. Shashi Doon; Programme Officer District I.C.D.S.;1453
Smt. Shashi Doon; Programme Officer ICDS Cell;1454
Sh. Sanjeev Garg; Convenor Doordarshan;1457
Sh. R. D. Singh; Advocate;1463
Divisional Manager; Syndicate Bank;1466
Sh. Krishna Kumar Prasad; Managing Director Bihar Warehousing Corporation;1471
Sh. P. N. Singh; Publisher  Vanachal Express;1475
Sh. Hanuman Prabhakar; Minister of Irrigation Cooperative;1476
Sh. C. Mothiram; IPS;1480
Gandinada Sanchari; Kannada Weekly Karnataka;1480
Secretary; Goods Transport Association;1483
Sh. Har Dev Singh; Senior Advocate Supreme Court of India;1485
Sh. Mohan Singh Barmah; Legal Adviser NIC Finance India Ltd.;1487
Chief Editor; Sarab Shakti Samachar;1487
Founder Secretary; Ladies Association;1488
Sh. Pawan Bansal; Ex-MP Rajya Sabha;1490
Lakshman Singh; Ex-Minister of State Government of Rajasthan;1491
Ch. Ajmat Khan; Ex-Minister Animal Husbandry Haryana;1492
Mohd. Hussain Shah; President The Mysore Family Fateha Fund;1494
Sh. P. K. Rastogi; Manager Syndicate Bank;1495
Sh. Arvind Joshi; President NSUI;1497
Sh. S. Ramaswamy; General Manager Ordinance Clothing Factory;1498
Sh. S. Ramaswamy; General Manager Ordinance Clothing Factory;1499
Sh. O. P. Sahni; Prop. Abba Auditorium;1502
Managing Director; M/s. Vayudoot Ltd.;1504
Secretary; Student Nurses Sangh;1505
Sh. M. Gopalkrishnan; Reliance Industries Ltd.;1506
Lt. Col. G. R. Rao; CO. 13 UP Girls' Bn.;1510
Editor; RB Times;1510
Sh. R. P. Dube; Leader Staff Council;1511
Editor; Civic Forum;1511
Sh. D. N. Rattanpaul; Manager N.T.C.;1512
Sh. Santosh Singh; Medical Officer Govt. Ayurvedic Hospital;1515
Sh. Ganesh Kumar Mishra; General Secretary Bihar Working Journalists Union;1516
Sh. Tabarakullah Khan; Advocate;1517
Editor; Murasoli;1518
Sh. Arun Prasad; IAS;1519
Dr. S. G. Rajaratnam; Chairman Oslers Pharma Limited;1520
Principal; St. Joseph's College;1521
Sh. S. N. Chatterjee; Director Information and Publicity Delhi Admn.;1524
Sh. Bhupinder Singh; Reader Punjabi University;1526
Editor; The Samaj;1528
Editor; Deccan Chronicle;1529
Shri Tanvir Ahmad; Deputy Director (Estate-1) New Delhi Municipal Council;1530
Editor; Navbharat;1530
Editor; Dainik Jagran;1534
Ms. Shobha Aggarwal; Member AIDS Bhedbhav Virodhi Andolan;1538
Editor; The Hindu;1538
Sh. Rajinder Singh; IPS;1540
Shri V. Sagar; Secretary The Institute of Chartered Accountants of India;1542
editor; DLA;1542
Editor; Dainik Jagran;1543
Editor; Amar Ujala;1544
Editor; The Hindustan Times;1545
Director General of Police; Jammu & Kashmir Police;1546
Shri M. Siraj Anwar; Professor & Head Publication Division;1547
Editor; Times of India;1548
Shri Dibya Kant Shukla; Secretary U.P. Secondary Education Service Selection Board;1549
Editor; Dainik Jagran;1549
Editor; The Indian Express;1551
Editor; Himalaya Darpan Siligury;1552
Shri Shri Kant Rai; NTPC Executives' Federation of India;1553
Secretary General; NTPC Executives' Federation of India;1553
Editor; Union Territory Independent;1553
Shri Mithun Ghosh; Specialist Forensic Medicine;1554
Editor; Deccan Chronicle;1555
Editor; Daily Thanthi;1558
Sh. P.E.B. Menon; Pranth Sanghachalak;1559
Dr. N.S. Ashok Kumar; Bangalore University;1560
Editor; The New Indian Express;1560
Dr. B. Srinivasulu; M.D. Aditya Nursing Home;1562
Editor; Eenadu Andhra Pradesh;1562
Editor; The Times of India;1563
Editor; Mathrubhumi;1564
Dr. C.V. Ravindranath; Managing Partner & Managing Trustee Krishna Jewels;1565
Editor; Malayalam Manorama;1565
Dr. C.V. Ravindranath; Managing Partner & Managing Trustee Krishna Jewels;1566
Dr. C.V. Ravindranath; Managing Partner & Managing Trustee Krishna Jewels;1567
Editor; Mathrubhumi Weekly;1567
Shri A.S. Dinesh Kumar; Managing Director A.P. State Fibre Net Ltd.;1568
Registrar; Shri Padmavati Mahila Visvavidyalayam;1570
Editor; The Vil Voice;1571
Editor; Telegraph;1572
Dr. Amit Kumar; President National Public Service Commission;1573
Editor; Dainik Jagran;1573
Dr. Arunima Chakravorty; Principal DPS;1574
Editor; Dainik Jagran;1574
Shri Prasun Maitra; State Committee Member Hindu;1575
Shri Ajay Nandi; Kshetriya Sanghachalak;1576
Editor; Bengal News Paper;1576
Ei-Somoy; Bengal News Paper;1576
Editor; The Statesman;1577
Dr. Sudip Chatterjee; Secretary Park Clinic;1578
Editor; Ananda Bazar Patrika;1579
Editor; Ananda Bazar Patrika;1580
Shri S.K. Sharma; Dy. General Manager Uranium Cor-poration of India Ltd;1581
Editor; Prabhat Khabar;1581
Dr. G. Narayan; Medical Practitioner at Primary Health Centre;1582
Shri Ramji Prasad Gupt; Editor Gorakhpur Mail;1583
Shri Vimal Shukla; Party President Dist. Congress Committee;1584
Shri Navneet Kumar; Reporter Hindustan;1584
Editor; Dainik Jagran;1585
Editor; Maharashtra Times;1587
Editor; Lokmat;1588
Editor; Navbharat Times;1589
Dr. S.K.Arora; Addl. Director Directorate General of Health Services;1590
Editor; Times of India;1590
Editor; Naya India;1591
Shri Namo Jain; President and Meerut LPG Distributors Association;1592
Shri Pawan Soni;General Secretary Meerut LPG Distributors Association;1592
Editor; Dainik Pratigya;1592
Shri Manoj Prabal; Reporter Rashtriya Reporter;1593
Editor; Dainik Jagran;1594
Smt. Kirti Gautam; Secretary U.P. Secondary Education Service Selection Board;1595
Editor; Dainik Jagran;1595
Editor; Asomiya Khabar;1596
Dr. Sangram K. Mohapatra; Managing Director SSB Hospital;1599
Editor; The Seva Shree;1599
Shri V. Sagar; Secretary The Institute of Chartered Accountants of India;1602
Editor; Rajasthan Patrika;1602
Shri V. Sagar; Secretary The Institute of Chartered Accountants of India;1603
Editor; The Economic times;1603
Senior Medical Superintendent; Deen Dayal Upadhayay Zonal Hospital;1604
Principal; Dr. R.P. Govt. Medical College;1605
Editor; Dainik Jagran;1605
Editors; Dainik Jagran;1607
Editor; The Hindustan Times;1608
Editor; Pradesh Today;1609
Shri Suresh Harchandani;and others Directors of Navjeevan Coop. Bank;1610
Shri Lalit Jain; Jyoti Flames;1612
Shri Venugopal Darbha; Coding Officer Government Opium & Alkaloid;1614
Editor; Dainik Bhaskar;1614
Editor; Dainik Jagarn;1616
Authorized Signatory; Patanjali Yogpeeth;1617
Editor; Pharmacist Times;1617
Shri Jata Shankar; President Sri Kashi Jivdaya Vistarni Gaushala;1618
Editor; Gunj Uthi Ranbhari;1618
Dainik U.P.; News Express;1622
Shri M.P. Nathanael; Consultant (PR) NCERT;1624
Editor; Greno Express;1624
Dr. Sudhakar Singh; Bachpan Hospital;1625
Dr. Sudhakar Singh; Bachpan Hospital;1626
Editor; Navbharat Times;1626
Editor; Youth India;1627
Editor; Youth India;1628
Editor; Youth India;1629
Shri Arun Sharma; Director Admn. (Drugs);1630
Editor; Union Territory Independent;1630
Shri Kamalkant Tiwari; President Subhash Children Society;1631
Editor; True Time;1632
Editor; Dinamalar;1633
Dr. Sasi Kanth; Assistant Professor Forensic Medicine;1634
Editor; Sakshi Daily;1634
Shri Mohammed Basheer; Popular Front of India;1638
Editor; The Kesari;1638
Shri Mohammed Basheer; Popular Front of India;1639
Editor; The Mangalam Daily;1639
Director;of Manidhanaeyam Charitable Trust;1640
Director;of Manidhanacyam Charitable Trust;1641
Editor; Samathuvam;1642
Shri Niranjan Barman; OSD to the Speaker Tripura Legislative Assembly;1647
Editor; BITIRNA;1647
Shri Saurabh Priyadarshi; Principal J.S.M. DAV;1648
Editor; Dainik Jagran;1651
Shri Shiv Shankar Sahani; President Bhrashtrachar Unmulan Samiti;1653
Editor; Hindustan Bhaskar;1653
Shri Shiv Shankar Sahani; President Bhrashtrachar Unmulan Samiti;1654
Shri Shiv Shankar Sahani; President Bhrashtrachar Unmulan Samiti;1655
Dr. J.K. Nandi; Registrar Vidyasagar University;1656
Shri Ashutosh Kumar Saxena; Senior Administrative Officer Electrical Safety;1657
Editor; Swatantra Bharat;1657
Editor; Hindustan;1658
Shri Praveen Thakral; Chairman Oriental College of Management;1660
Editor; Pradesh Today;1660
Editor; Pradesh Headlines;1661
Editor; Amar Ujala;1662
Editor; The Sambad;1663
Shri Vivek Sharma; IRTS;1664
Editor; Vidhan Kesari;1664
Shri V.Sagar; Secretary ICAI;1665
Editor; the Times of India;1665
The Editor; Deccan Chronicle;1667
Shri Deepak Hedau; Civil Engineer Nagpur Municipal Corporation;1668
The Editor; Hindustan Times;1668
Shri Deepak Hedau; Civil Engineer Nagpur Municipal Corporation;1669
The Editor; The Tribune;1669
Shri Suresh Yogi; Reporter Dainik Navjyoti;1670
The Editor; Inqalab Urdu Dainik;1678
Editor; Dainik Jagran;1679
Shri P.K. Singh; Dy. Director Information;1681
Dainik Khulasa;the Vision;1681
Shri Namo Jain; President and Meerut LPG Distributors Association;1682
Shri Pawan Soni;General Secretary Meerut LPG Distributors Association;1682
The Editor; ON THE SPOT;1682
Editor; Pioneer;1687
Shri Nitya Prakash Mishra; Reporter ABP News;1689
Editor; Dainik Jagran;1691
Editor; The Indian Express;1692
Editor; Shillong Times;1693
Shri Rana Muneshwar Kumar Singh;General Secretary The Council of Renovation of India Cultu-ral Heritage;1696
Sr. Cyrilla Superior Fran-ciscans; Snehasadan;1697
Father Flacido Fonseca; Andheri Director  Snehasadan;1697
Dr. Purna Narayan Sinha; President North East Journalist Forum;1698
Shri V.N. Narayanan; Editor-in-Chief The Tribune;1699
Shri Harkishan Singh Surjeet; Member Polit Bureau;1701
Shri Madhu Limaye; C. P. I.;1702
Shri Lalit Surjan; Editor Deshbandhu;1704
Shri Surendra Nath; Labour Commissioner;1705
Arun Shourie; Former Editor Indian Express;1706
Smt. Radha Tiwari; PCS (J);1707
Editor; Public India;1707
Smt. Radha Tiwari; PCS(J);1708
Editor; Public India;1708
Major General E. D'Souza; PVSM (Retd.);1711
Shri R. L. Kain; General Secretary Dr. B.R. Ambedkar Vichar Manch;1712
Shri R.L. Kain; General Secretary Dr. B. R. Ambedkar Vichar Manch;1713
Shri R.L. Kain; General Secretary Dr. B.R. Ambedkar Vichar Manch;1714
Shri R.L. Kain; General Secretary Dr. B.R. Ambedkar Vichar Manch;1715
Shri Syed N. Kazi; Presi-dent Muslim Opinion;1716
Shri S.N. Chatterjee; Director Information & Publicity Delhi Administration;1720
Shri Mahender Nath Singh; Advocate and President Zila Apradh Nirodhak Committee;1721
Amrit Raj; Hindi Weekly;1721
Resident Manager; Usha Breco Limited;1723
Dr. K. S. Singh; Anthropological Survey of India;1728
Director General; Anthropological Survey of India;1728
Shri M. M. Singh; Acc-untant Madhya Pradesh State Trans-port Corporation;1729
Shri Arun Kumar; Prop-rietor M/s Durga Printers;1730
Shri D. S. Mehrotra; General Manager (MS) JK Synthetics Limited;1731
Editor; Desh Ki Dharti;1731
Shri Harkesh Singh Kahil; Cooperative Socie-ties;1733
Assistant Registrar; Cooperative Socie-ties;1733
Shri Mohinder Kumar Batra; Advisor Uranium Cooperation of India Ltd.;1734
Shri Vijay K. Saluja; Ex-Project Manager Connaught Place NDMC;1735
Shri H. D. Khunteta; Hydroelectric Manager National Power Corporation Ltd.;1736
Editor; Perennial Flow;1736
Shri Santosh Kumar Choudhary; District Employment Officer;1737
Shri Chandradev Meera; Delhi Municipal Corporation;1738
Shri Pitambar Tripathi; Editor Kunjrashan;1739
Editor; Saptahik Samachar Sanchaya;1739
Shri J. K. Bedi; Regional Manager Punjab National Bank;1740
Yugjit; Hindi Weekly;1740
Shri V. V. Vyawhare; Employees' State Insurance Corporation;1741
General Secretary; Employees' State Insurance Corporation;1741
Vidarbha Chan-dika; Weekly;1741
Lt. Col. B. R. Malhotra;(Retd.) Deputy General Manager (P&A) Bharat Electronics Ltd.;1742
Dr. K. S. Singh; Direc-tor General Anthropological Survey of India;1743
Major (Dr.) V.K. Bhasin; Senior Executive (Exports) All India Rice Exporters Association;1744
